Player,6
Player,7
Player,13
Player,7
Opponent,7
Player,7
Player,10
Player,8
Opponent,10
Opponent,9
Player,8
Opponent,16
Player,8
Opponent,8
Player,9
Opponent,13
Opponent,18
Player,18
Player,33
Player,11
Opponent,9
Opponent,10
Player,10
Player,33
Player,15
Opponent,17
Player,37

Player,10
Opponent,17
Player,15

Player,28
Player,26
Opponent,14
Player,14
Player,29
Opponent,32
Opponent,32
Opponent,22
Player,58
Opponent,13
Player,25
Opponent,33
Player,19
Player,40
Player,16
Player,60
Player,47
Player,24
Player,6
9
Opponent,6
Player,6
Opponent,66
Opponent,17
Opponent,68
Opponent,56
Opponent,7
Player,20
Opponent,30
Opponent,39
Opponent,53
Opponent,82
Player,28
Player,68
Player,31
Player,7
Player,94
Opponent,7
Opponent,54
Player,44
Player,62
Opponent,51
Opponent,6
Opponent,6
Opponent,8
Opponent,40
Player,18
Player,6
Player,10

Player,13
Opponent,8
Opponent,6
Opponent,24
Opponent,6
Player,21
Player,42
Player,10
Player,8
Opponent,13
Opponent,35
Opponent,40
Player,7
Player,20
Player,7
Player,8
Opponent,46
Player,8
Opponent,10
Player,22
Player,11

Player,9
Opponent,89
Player,10
Opponent,7
Opponent,12
Opponent,10
Opponent,13
Opponent,10
Opponent,6
Player,90
Opponent,17
Opponent,12
Player,32
Opponent,30
Opponent,12
Opponent,7
Player,16
Opponent,72
Player,32
Player,17
Opponent,11
Opponent,32
Player,11
Player,14
Player,32
Player,7
Opponent,15
Opponent,6
Player,17
Opponent,7
Opponent,73
Player,66
Opponent,9
Opponent,6
Opponent,11
Player,6
Opponent,16
Player,24
Opponent,8
Player,12
Opponent,8
Player,6
Opponent,8
Player,16
Opponent,41
Player,6
Player,10
Player,16
Player,24
Opponent,13
Opponent,99
Opponent,7
Opponent,16
Player,7
2
Opponent,9
Opponent,6
Opponent,50
Player,14
Player,6
Opponent,41
Opponent,45
Opponent,6
Opponent,14
Opponent,7
Player,59
Opponent,15
Player,53
Player,61
Opponent,6
Opponent,37
Opponent,18
Opponent,7
Opponent,6
Player,17
Opponent,18
Player,39
Player,7
Player,8
Opponent,8
Opponent,80
Opponent,9
Player,6
Opponent,11
Player,28
Opponent,77
Player,8
Player,15
Player,77
Player,39
Player,15
Player,6
Opponent,22
Opponent,16
Opponent,7
Opponent,15
Opponent,56
Player,76
Opponent,19
Opponent,10
Player,26
Player,7
Opponent,6
Opponent,19
Opponent,71
Player,6
Player,14
Player,6
Player,6
Player,37
Opponent,14
Opponent,6
Player,7
Player,7
Opponent,8
Player,10
Opponent,7
Opponent,9
Player,12
Opponent,10
Opponent,27
Opponent,8
Opponent,11
Opponent,7
Player,13
Opponent,12
Opponent,6
Player,13
Opponent,24
Player,97
Player,46
Opponent,12
Player,73
Player,16
Opponent,23
Opponent,15
Opponent,37
Opponent,6
Player,6
Player,6
Player,29
Opponent,14
Player,20
Opponent,21
Opponent,36
Opponent,15
Player,78
Opponent,41
Player,28
Player,42
Player,6
Player,6
Player,7
Opponent,79
Player,27
Player,60
Player,6
Player,6
Opponent,30
Player,9
Player,28
Opponent,6
Opponent,36
Player,86
Opponent,6
Opponent,67
Opponent,47
Player,7
Player,7
Opponent,15
Player,6
Opponent,12
Opponent,15
Player,13
Opponent,11
Player,37
Opponent,12
Player,10
Player,6
Opponent,40
Opponent,19
Player,44
Player,37
Player,22
Player,18
Opponent,58
Opponent,59
Opponent,10
Player,27
Opponent,49
Opponent,6
Opponent,99
Opponent,9
Player,8
Opponent,46
Opponent,11
Player,21
Player,9
Opponent,25
Player,37
Opponent,5
Opponent,6
Opponent,8
Player,58
Opponent,6
Opponent,59
Player,6
Player,5
Player,41
Opponent,3
Opponent,25
Player,5
Player,50
Opponent,24
Opponent,7
Player,64
Opponent,42
Player,7
Player,52
Opponent,44
Player,6
Player,73
Player,17
Opponent,8
Player,7
Player,7
Player,38
Opponent,42
Opponent,6
Player,7
Player,88
Player,7
Opponent,88
Opponent,6
Opponent,7
Player,12
Opponent,5
Opponent,6
Opponent,7
Player,10
Player,11
Opponent,7
Opponent,6
Opponent,78
Player,41
Opponent,74
Player,22
Opponent,9
Opponent,6
Opponent,38
Player,9
Player,47
Player,8
Opponent,52
Player,68
Player,10
Opponent,9
Player,10
Player,8
Opponent,8
Player,8
Player,8
Player,9
Opponent,8
Opponent,30
Opponent,7
Player,41
Player,7
Player,9
Opponent,50
Opponent,8
Player,60
Player,11
Player,9
Opponent,14
Opponent,24
Player,10
Player,16
Player,22
Opponent,17
Opponent,18
Player,16
Player,80
Opponent,30
Opponent,74
Opponent,25
Player,96
Player,97
Opponent,15
Player,18
Player,14
Opponent,13
Player,36
Opponent,98
Player,18
Opponent,35
Player,35
Opponent,69
Opponent,39
Opponent,35
Player,54
Opponent,69
Player,65
Opponent,63
Opponent,15
Opponent,61
Player,14
Player,84
Player,85
Opponent,40
Opponent,24
Player,12
Opponent,14
Opponent,12
Player,17
Opponent,20
Player,30
Player,31
Opponent,42
Opponent,43
Opponent,6
Opponent,6
Opponent,6
Opponent,7
Opponent,7
Player,7
Player,6
Opponent,7
Player,7
Opponent,19
Player,7
Player,10
Player,13
Player,28
Player,13
Opponent,37
Player,10
Player,8
Opponent,10
Player,39
Player,8
Opponent,10
Opponent,26
Player,15
Opponent,11
Player,78
Opponent,14
Player,20
Opponent,13
Opponent,11
Opponent,28
Player,12
Player,29
Opponent,15
Opponent,14
Opponent,14
Opponent,63
Player,52
Opponent,13
Opponent,18
Opponent,12
Opponent,12
Player,12
Opponent,42
Player,17
Player,19
Opponent,50
Opponent,31
Opponent,33
Player,82
Opponent,23
Opponent,21
Opponent,6
Player,54
Opponent,6
Opponent,18
Player,78
Player,20
Player,6
Opponent,86
Player,7
Opponent,25
Opponent,7
Player,19
Opponent,6
Opponent,6
Player,96
Opponent,16
Player,11
Opponent,9
Player,10
Player,7
Opponent,11
Opponent,7
Player,9
Opponent,7
Player,6
Opponent,13
Opponent,9
Player,12
Opponent,9
Opponent,7
Player,6
Player,12
Opponent,15
Opponent,9
Player,8
Player,13
Player,28
Opponent,14
Opponent,12
Player,12
Opponent,16
Player,13

Opponent,10
Opponent,17
Player,7
Opponent,11
Opponent,11
Player,12
Opponent,15
Player,17
Player,9
Opponent,11
Opponent,19
Player,14
Opponent,12
Opponent,6
Player,15
Player,21
Player,44
Opponent,11
Player,6
Player,35
Opponent,46
Player,8
Player,21
Opponent,16
Opponent,28
Player,33
Opponent,35
Player,11
Opponent,8
Player,70
Player,7
Opponent,10
Opponent,6
Opponent,22
Opponent,6
Opponent,5
Player,16
Opponent,8
Opponent,26
Player,47
Opponent,62
Player,7
Opponent,8
Opponent,13
Player,12
Opponent,54
Player,53
Opponent,9
Opponent,7
Player,9
Player,9
Opponent,16
Opponent,7
Player,12
Opponent,9
Opponent,27
Opponent,55
Opponent,6
Player,53
Opponent,14
Player,6
Opponent,13
Opponent,21
Opponent,7
Opponent,12
Player,7
Opponent,15
Opponent,15
Opponent,8
Player,20
Player,27
Opponent,7
Player,17
Opponent,12
Opponent,16
Player,16
Opponent,15
Player,6
Opponent,9
Player,38
Player,28
Player,6
Opponent,26
Opponent,17
Player,24
Opponent,18
Player,13

Player,7
Player,43
Player,51
Player,37
Player,79
Player,73
Opponent,6
Opponent,47
Opponent,51
Opponent,70
Opponent,7
Opponent,71
Opponent,68
Player,29
Player,44
Player,75
Opponent,6
Player,8
1
Opponent,7
Opponent,7
Opponent,6
Opponent,12
Opponent,7
Player,5
Player,7
Opponent,34
Player,6
Player,6
Player,11
Player,16
Player,9
Player,6
Opponent,10
Opponent,12
Player,37
Player,9
Player,6
Player,9
Opponent,11
Opponent,9
Opponent,9
Opponent,9
Player,7
Opponent,6
Player,15

Opponent,11
Player,8
Opponent,14
Opponent,14
Opponent,13
Player,8
Opponent,8
Opponent,8
Opponent,15
Player,11
Opponent,6
Player,30
Player,22
Player,6
Opponent,77
Opponent,30
Player,39
Opponent,24
Player,45

Player,55
Opponent,69
Player,9
Player,39
Opponent,50
Player,10
Player,9
Opponent,6
Opponent,6
Player,11
Opponent,56
Opponent,6
Opponent,7

Player,20
Opponent,16
Player,41
Opponent,6
Opponent,21
Player,14
Opponent,41
Opponent,6
Player,26
Player,6
Opponent,19
Opponent,17
Opponent,6
Opponent,15
Opponent,6

Opponent,18
Player,7
Opponent,6
Player,45
Player,39
Opponent,57
Opponent,7
Player,73
Opponent,7
Opponent,54
Opponent,58
Opponent,63
Opponent,21
Player,56
Opponent,46
Player,18
Player,92
Player,51
Player,37
Opponent,77
Opponent,9
Opponent,5
Player,7
Opponent,6
Player,86
Opponent,72
Player,7
Player,89
Player,7
Opponent,9
Opponent,10
Opponent,5
Player,5
Opponent,6
Player,9
Opponent,5
Opponent,10
Opponent,10
Opponent,10
Player,7
Opponent,9
Opponent,14
Opponent,12
Player,7
Player,11
Opponent,10
Player,14
Player,11
Player,14
Player,6
Player,14
Opponent,20
Opponent,11
Opponent,19
Player,63
Player,9
Opponent,13
Player,6
Opponent,6
Opponent,61
Player,33
Player,27
Player,51
Player,10
Opponent,84
Opponent,6
Player,7
Opponent,9
Opponent,45
Opponent,45
Player,10
Player,7
Opponent,12
Opponent,82
Player,12
Player,28
Opponent,9
Opponent,77
Player,55
Player,23
Player,40
Opponent,96
Opponent,14
Player,10
Opponent,10
Player,16
Player,10
Opponent,40
Player,39
Opponent,7
Player,51
Opponent,80
Opponent,8
Player,14
Opponent,12
Opponent,15
Opponent,10
Player,12
Opponent,12
Player,7
Opponent,14
Player,15
Opponent,16
Opponent,15
Opponent,30
Player,15
Player,22
Player,14
Player,17
Opponent,13
Opponent,11
Opponent,23
Opponent,67
Player,17
Player,52
Opponent,18
Opponent,24
Player,43
Opponent,42
Opponent,49
Player,32
Player,86
Opponent,30
Opponent,71
Player,7
Player,30
Player,60
Opponent,84
Player,91
Player,92
Player,13
Opponent,15
Opponent,23
Opponent,24
Player,29
Opponent,41
Opponent,42
Player,46
Player,47
Player,13
Opponent,49
Player,60
Player,61
Player,15
Opponent,98
Opponent,99
Opponent,19
Player,24
Player,25
Opponent,20
Opponent,21
Player,41
Player,42
Opponent,40
Opponent,41
Player,34
Player,35
Opponent,77
Opponent,78
Player Weighted Relu,3
Player Weighted Relu,3
Player Weighted Relu,7
Opponent (player: Weighted Relu),7
Player Weighted Relu,8

Opponent (player: Weighted Relu),9
Opponent (player: Weighted Relu),12
Opponent (player: Weighted Relu),10
Opponent (player: Weighted Relu),9
Player Weighted Relu,13
Player Weighted Relu,11
Player Weighted Relu,49
Player Weighted Relu,50
Opponent (player: Weighted Relu),21
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),9
Player Weighted Relu,38
Player Weighted Relu,39
Player Weighted Relu,6
Opponent (player: Weighted Relu),14
Opponent (player: Weighted Relu),14
Opponent (player: Weighted Relu),46
Opponent (player: Weighted Relu),47
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),16
Player Weighted Relu,31
Player Weighted Relu,32
Opponent (player: Weighted Relu),13
Opponent (player: Weighted Relu),10
Opponent (player: Weighted Relu),6
Player Weighted Relu,14
Player Weighted Relu,18
Opponent (player: Weighted Relu),47
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),25
Opponent (player: Weighted Relu),13
Opponent (player: Weighted Relu),46
Player Weighted Relu,16
Player Weighted Relu,69
Player Weighted Relu,7
Opponent (player: Weighted Relu),8
Player Weighted Relu,9
Opponent (player: Weighted Relu),6
Player Weighted Relu,7
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),30
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),15
Player Weighted Relu,13
Player Weighted Relu,16
Opponent (player: Weighted Relu),66
Player Weighted Relu,28
Player Weighted Relu,11
Player Weighted Relu,5
Player Weighted Relu,24
Opponent (player: Weighted Relu),6
Player Weighted Relu,64
Opponent (player: Weighted Relu),47
Opponent (player: Weighted Relu),63
Player Weighted Relu,6
Player Weighted Relu,73
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),14
Player Weighted Relu,37
Opponent (player: Weighted Relu),84
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),44
Player Weighted Relu,11
Player Weighted Relu,66
Player Weighted Relu,67
Player Weighted Relu,3
Player Weighted Relu,6
Opponent (player: Weighted Relu),7
Player Weighted Relu,9
Opponent (player: Weighted Relu),17
Player Weighted Relu,8
Player Weighted Relu,17
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),23
Player Weighted Relu,23
Player Weighted Relu,24
Player Weighted Relu,10
Opponent (player: Weighted Relu),35
Player Weighted Relu,5
Player Weighted Relu,5
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),12
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),9
Opponent (player: Weighted Relu),13
Opponent (player: Weighted Relu),11
Player Weighted Relu,12
Player Weighted Relu,5
Opponent (player: Weighted Relu),24
Player Weighted Relu,24
Player Weighted Relu,7
Opponent (player: Weighted Relu),11
Opponent (player: Weighted Relu),12
Player Weighted Relu,24
Player Weighted Relu,34
Opponent (player: Weighted Relu),52
Player Weighted Relu,35
Opponent (player: Weighted Relu),28
Player Weighted Relu,83
Opponent (player: Weighted Relu),41
Player Weighted Relu,84
Player Weighted Relu,7
Opponent (player: Weighted Relu),82
Player Weighted Relu,97
Opponent (player: Weighted Relu),7
Player Weighted Relu,10
Opponent (player: Weighted Relu),37
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),65
Opponent (player: Weighted Relu),7
Player Weighted Relu,10
Player Weighted Relu,8
Opponent (player: Weighted Relu),9
Opponent (player: Weighted Relu),12
Player Weighted Relu,7
Player Weighted Relu,6
Player Weighted Relu,7
Player Weighted Relu,10
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),11
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),10
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),10
Opponent (player: Weighted Relu),21
Player Weighted Relu,15
Player Weighted Relu,29
Player Weighted Relu,18
Player Weighted Relu,32
Opponent (player: Weighted Relu),7

Opponent (player: Weighted Relu),44
Opponent (player: Weighted Relu),34
Opponent (player: Weighted Relu),19
Opponent (player: Weighted Relu),11
Player Weighted Relu,88
Opponent (player: Weighted Relu),7
Player Weighted Relu,91
Player Weighted Relu,27
Player Weighted Relu,19
Player Weighted Relu,74
Opponent (player: Weighted Relu),8

Opponent (player: Weighted Relu),54
Opponent (player: Weighted Relu),85
Opponent (player: Weighted Relu),92
Opponent (player: Weighted Relu),13
Player Weighted Relu,24
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),30
Opponent (player: Weighted Relu),87
Player Weighted Relu,7
Opponent (player: Weighted Relu),24
Opponent (player: Weighted Relu),6
Player Weighted Relu,75
Player Weighted Relu,27
Player Weighted Relu,24
Opponent (player: Weighted Relu),10
Player Weighted Relu,6
Player Weighted Relu,3
Player Weighted Relu,49
Player Weighted Relu,55
Opponent (player: Weighted Relu),10
Player Weighted Relu,71
Player Weighted Relu,7
Player Weighted Relu,37
d Relu),39
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),8
Player Weighted Relu,7
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),7
Player Weighted Relu,49
Opponent (player: Weighted Relu),62
Player Weighted Relu,9
Player Weighted Relu,12
Opponent (player: Weighted Relu),7
Player Weighted Relu,7
Player Weighted Relu,7
Opponent (player: Weighted Relu),74
Player Weighted Relu,66
Opponent (player: Weighted Relu),7
Player Weighted Relu,12
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),19
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),12
Player Weighted Relu,20
Opponent (player: Weighted Relu),7
Player Weighted Relu,8
Player Weighted Relu,6
Opponent (player: Weighted Relu),59
Opponent (player: Weighted Relu),11
Player Weighted Relu,63
Opponent (player: Weighted Relu),52
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),73
Player Weighted Relu,8
Player Weighted Relu,44
Opponent (player: Weighted Relu),6
Player Weighted Relu,12
Player Weighted Relu,10
Opponent (player: Weighted Relu),68
Player Weighted Relu,6
Player Weighted Relu,7
Player Weighted Relu,51
Player Weighted Relu,51
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),69
Player Weighted Relu,6
Player Weighted Relu,9
Player Weighted Relu,83
Player Weighted Relu,10
Opponent (player: Weighted Relu),56
Opponent (player: Weighted Relu),15
Opponent (player: Weighted Relu),12
Player Weighted Relu,47
Opponent (player: Weighted Relu),12
Opponent (player: Weighted Relu),6
Player Weighted Relu,24
Opponent (player: Weighted Relu),30
Player Weighted Relu,69
Player Weighted Relu,6
Player Weighted Relu,7
Opponent (player: Weighted Relu),74
Opponent (player: Weighted Relu),13
Opponent (player: Weighted Relu),6
Opponent (player: Weighted Relu),69
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),7
Player Weighted Relu,6
Player Weighted Relu,6
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),11
Player Weighted Relu,13
Player Weighted Relu,8
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),9
Player Weighted Relu,10
Player Weighted Relu,9
Player Weighted Relu,8
Opponent (player: Weighted Relu),28
Opponent (player: Weighted Relu),13
Player Weighted Relu,11
Player Weighted Relu,9
Opponent (player: Weighted Relu),14
Player Weighted Relu,32
Opponent (player: Weighted Relu),7
Opponent (player: Weighted Relu),74
Opponent (player: Weighted Relu),22
Player Weighted Relu,5
Player Weighted Relu,65
Player Weighted Relu,68
Player Weighted Relu,38
d Relu),22
Player Weighted Relu,22
Player Weighted Relu,11
Player Weighted Relu,9
Opponent (player: Weighted Relu),66
Opponent (player: Weighted Relu),8
Opponent (player: Weighted Relu),16
Opponent (player: Weighted Relu),46
Opponent (player: Weighted Relu),15
Player Weighted Relu,8
Player Weighted Relu,12
Player Weighted Relu,50
Player Weighted Relu,32
Opponent (player: Weighted Relu),21
Opponent (player: Weighted Relu),37
Opponent (player: Weighted Relu),25
Player Weighted Relu,38
Player Weighted Relu,25
Opponent (player: Weighted Relu),12
Player Weighted Relu,67
Player Weighted Relu,40
Player Weighted Relu,49
Opponent (player: Weighted Relu),95
Opponent (player: Weighted Relu),32
Opponent (player: Weighted Relu),74
Opponent (player: Weighted Relu),90
Player Weighted Relu,43
Player Weighted Relu,65
Opponent (player: Weighted Relu),82
Opponent (player: Weighted Relu),63
Opponent (player: Weighted Relu),64
Opponent (player: Weighted Relu),14
Opponent (player: Weighted Relu),15
Player Weighted Relu,48
Player Weighted Relu,49
Opponent (player: Weighted Relu),53
Opponent (player: Weighted Relu),54
Opponent (player: Weighted Relu),55
Opponent (player: Weighted Relu),56
Player Weighted Relu,21
Opponent (player: Weighted Relu),22
Opponent (player: Weighted Relu),20
Opponent (player: Weighted Relu),47
Opponent (player: Weighted Relu),48
Opponent (player: Weighted Relu),49
Player Weighted Relu,33
